NO.,Fecha/hora,Intervalo,Temperatura interior,Humedad interior,Temperatura exterior,Humedad exterior,Presion relativa,Presion absoluta,Velocidad del viento(mph),ráfaga(mph),Direccion del viento,Punto de rocio(c°),Sensacion Termica(°C),Hora de lluvia(mm),24 Hour Rainfall(mm),Semana de lluvia(mm),Mes de lluvia(mm),Total de lluvia(mm)
27114,21/01/2020 13:23,5,27.4,54,25.7,15,30.01,26.29,8.3,11.4,S,-2.8,24.4,0,269.7,269.7,269.7,1838.4
27115,21/01/2020 13:28,5,27.3,55,25.7,16,30.01,26.29,8.3,11.4,SSW,-2,24.4,0,269.7,269.7,269.7,1838.4
27116,21/01/2020 13:33,5,27.3,55,25.6,16,30.01,26.28,8.3,11.4,S,-2.1,24.2,0,269.7,269.7,269.7,1838.4
27117,21/01/2020 13:38,5,27.2,56,25.6,16,30.01,26.29,6.9,12.1,S,-2.1,24.5,0,269.7,269.7,269.7,1838.4
27118,21/01/2020 13:43,5,27.2,56,25.6,16,30.01,26.29,9.8,13,S,-2.1,23.9,0,269.7,269.7,269.7,1838.4
27119,21/01/2020 13:48,5,27.1,57,25.6,16,30.02,26.3,9.8,13,S,-2.1,23.9,0,269.7,269.7,269.7,1838.4
27120,21/01/2020 13:53,5,27.1,57,25.4,17,30.01,26.29,7.6,10.7,S,-1.4,24.1,0,269.7,269.7,269.7,1838.4
27121,21/01/2020 13:58,5,27,58,25.5,17,30.02,26.3,10.7,14.5,S,-1.3,23.7,0,269.7,269.7,269.7,1838.4
27122,21/01/2020 14:03,5,26.9,59,25.5,17,30.02,26.3,10.7,12.1,SSW,-1.3,23.7,0,269.7,269.7,269.7,1838.4
27123,21/01/2020 14:08,5,26.9,59,25.5,17,30.02,26.3,5.4,8.3,S,-1.3,24.8,0,269.7,269.7,269.7,1838.4
27124,21/01/2020 14:13,5,26.9,59,25.5,18,30.02,26.3,5.4,9.8,WSW,-0.5,24.8,0,269.7,269.7,269.7,1838.4
27125,21/01/2020 14:18,5,26.9,59,25.3,18,30.03,26.31,6,7.6,SE,-0.7,24.4,0,269.7,269.7,269.7,1838.4
27126,21/01/2020 14:23,5,26.9,59,25.1,18,30.03,26.31,5.4,7.6,E,-0.9,24.4,0,269.7,269.7,269.7,1838.4
27127,21/01/2020 14:28,5,26.9,59,25.2,18,30.03,26.31,4.5,7.6,SE,-0.8,24.8,0,269.7,269.7,269.7,1838.4
27128,21/01/2020 14:33,5,26.9,59,25.4,18,30.04,26.32,2.2,3.1,S,-0.6,25.4,0,269.7,269.7,269.7,1838.4
27129,21/01/2020 14:38,5,26.9,59,25.3,18,30.04,26.32,4.5,6,NE,-0.7,24.9,0,269.7,269.7,269.7,1838.4
27130,21/01/2020 14:43,5,26.9,59,25.3,20,30.04,26.32,4.5,6.9,NE,0.8,24.9,0,269.7,269.7,269.7,1838.4
27131,21/01/2020 14:48,5,26.9,60,25.2,20,30.04,26.32,3.1,3.8,SE,0.7,25.2,0,269.7,269.7,269.7,1838.4
27132,21/01/2020 14:53,5,26.9,60,25.1,20,30.05,26.33,6,6.9,S,0.6,24.2,0,269.7,269.7,269.7,1838.4
27133,21/01/2020 14:58,5,26.9,60,24.8,21,30.06,26.34,5.4,6.9,S,1,24.1,0,269.7,269.7,269.7,1838.4
27134,21/01/2020 15:03,5,26.9,61,24.7,21,30.06,26.34,6,8.3,S,0.9,23.8,0,269.7,269.7,269.7,1838.4
27135,21/01/2020 15:08,5,26.6,61,24.5,21,30.06,26.34,7.6,8.3,SE,0.8,23.1,0,269.7,269.7,269.7,1838.4
27136,21/01/2020 15:13,5,26.6,61,24.5,21,30.06,26.34,6,8.3,SSE,0.8,23.5,0,269.7,269.7,269.7,1838.4
27137,21/01/2020 15:18,5,26.6,61,24.6,21,30.06,26.34,5.4,6.9,S,0.9,23.9,0,269.7,269.7,269.7,1838.4
27138,21/01/2020 15:23,5,26.6,61,24.5,21,30.06,26.34,6,7.6,S,0.8,23.5,0,269.7,269.7,269.7,1838.4
27139,21/01/2020 15:28,5,26.5,61,24.7,21,30.07,26.35,5.4,6,SE,0.9,24,0,269.7,269.7,269.7,1838.4
27140,21/01/2020 15:33,5,26.5,61,24.7,21,30.07,26.35,5.4,6,SE,0.9,24,0,269.7,269.7,269.7,1838.4
27141,21/01/2020 15:38,5,26.5,61,24.9,21,30.07,26.35,6,6.9,SE,1.1,24,0,269.7,269.7,269.7,1838.4
27142,21/01/2020 15:43,5,26.5,61,24.8,21,30.07,26.35,6.9,7.6,SE,1,23.6,0,269.7,269.7,269.7,1838.4
27143,21/01/2020 15:48,5,26.5,61,25.1,19,30.08,26.36,7.6,9.2,SE,-0.1,23.8,0,269.7,269.7,269.7,1838.4
27144,21/01/2020 15:53,5,26.5,61,25.1,19,30.07,26.35,6,8.3,S,-0.1,24.2,0,269.7,269.7,269.7,1838.4
27145,21/01/2020 15:58,5,26.5,61,25.1,19,30.08,26.36,2.2,3.8,SE,-0.1,25.1,0,269.7,269.7,269.7,1838.4
27146,21/01/2020 16:03,5,26.5,61,25.2,19,30.08,26.36,3.8,4.5,E,0,25.2,0,269.7,269.7,269.7,1838.4
27147,21/01/2020 16:08,5,26.6,61,25.1,19,30.07,26.35,5.4,6.9,SE,-0.1,24.4,0,269.7,269.7,269.7,1838.4
27148,21/01/2020 16:13,5,26.6,61,25.1,19,30.07,26.35,3.8,4.5,SE,-0.1,25.1,0,269.7,269.7,269.7,1838.4
27149,21/01/2020 16:18,5,26.6,61,25.1,19,30.08,26.36,3.1,3.8,SE,-0.1,25.1,0,269.7,269.7,269.7,1838.4
27150,21/01/2020 16:23,5,26.6,61,25.2,19,30.06,26.34,0.7,2.2,SE,0,25.2,0,269.7,269.7,269.7,1838.4
27151,21/01/2020 16:28,5,26.6,61,25.1,19,30.08,26.36,5.4,7.6,E,-0.1,24.4,0,269.7,269.7,269.7,1838.4
27152,21/01/2020 16:33,5,26.6,61,25.1,18,30.07,26.35,2.2,3.8,ENE,-0.9,25.1,0,269.7,269.7,269.7,1838.4
27153,21/01/2020 16:38,5,26.6,61,25.1,18,30.07,26.35,2.2,3.8,ENE,-0.9,25.1,0,269.7,269.7,269.7,1838.4
27154,21/01/2020 16:43,5,26.6,61,25,20,30.07,26.35,3.1,4.5,S,0.5,25,0,269.7,269.7,269.7,1838.4
27155,21/01/2020 16:48,5,26.6,61,25,20,30.07,26.35,3.1,4.5,S,0.5,25,0,269.7,269.7,269.7,1838.4
27156,21/01/2020 16:53,5,26.6,61,24.6,21,30.06,26.34,2.2,3.1,S,0.9,24.6,0,269.7,269.7,269.7,1838.4
27157,21/01/2020 16:58,5,26.6,61,24.4,21,30.07,26.35,2.2,3.1,S,0.7,24.4,0,269.7,269.7,269.7,1838.4
27158,21/01/2020 17:03,5,26.6,61,24.2,21,30.07,26.35,4.5,5.4,S,0.5,23.8,0,269.7,269.7,269.7,1838.4
27159,21/01/2020 17:08,5,26.5,61,24,21,30.06,26.34,5.4,6,S,0.4,23.2,0,269.7,269.7,269.7,1838.4
27160,21/01/2020 17:13,5,26.4,61,23.9,22,30.07,26.35,4.5,5.4,S,0.9,23.5,0,269.7,269.7,269.7,1838.4
27161,21/01/2020 17:18,5,26.4,61,23.8,22,30.06,26.34,2.2,3.1,S,0.8,23.8,0,269.7,269.7,269.7,1838.4
27162,21/01/2020 17:23,5,26.4,61,23.7,22,30.06,26.33,4.5,5.4,S,0.8,23.2,0,269.7,269.7,269.7,1838.4
27163,21/01/2020 17:28,5,26.2,62,23.6,22,30.06,26.33,3.1,4.5,S,0.7,23.6,0,269.7,269.7,269.7,1838.4
27164,21/01/2020 17:33,5,26.2,62,23.6,23,30.05,26.33,4.5,6,S,1.3,23.1,0,269.7,269.7,269.7,1838.4
27165,21/01/2020 17:38,5,26.2,62,23.6,22,30.06,26.33,4.5,6,S,0.7,23.1,0,269.7,269.7,269.7,1838.4
27166,21/01/2020 17:43,5,26.1,62,23.6,22,30.06,26.33,3.8,5.4,S,0.7,23.6,0,269.7,269.7,269.7,1838.4
27167,21/01/2020 17:48,5,26.1,62,23.6,22,30.06,26.33,4.5,6,S,0.7,23.1,0,269.7,269.7,269.7,1838.4
27168,21/01/2020 17:53,5,26.1,62,23.7,22,30.06,26.33,3.8,5.4,S,0.8,23.7,0,269.7,269.7,269.7,1838.4
27169,21/01/2020 17:58,5,26,62,23.8,22,30.05,26.33,4.5,6,S,0.8,23.3,0,269.7,269.7,269.7,1838.4
27170,21/01/2020 18:03,5,25.9,63,23.9,22,30.06,26.33,4.5,6,S,0.9,23.5,0,269.7,269.7,269.7,1838.4
27171,21/01/2020 18:08,5,25.9,63,23.9,22,30.06,26.34,3.1,3.8,E,0.9,23.9,0,269.7,269.7,269.7,1838.4
27172,21/01/2020 18:13,5,25.9,63,23.9,22,30.05,26.33,0.7,2.2,E,0.9,23.9,0,269.7,269.7,269.7,1838.4
27173,21/01/2020 18:18,5,25.9,63,24,21,30.06,26.33,3.1,4.5,S,0.4,24,0,269.7,269.7,269.7,1838.4
27174,21/01/2020 18:23,5,26,62,23.9,22,30.05,26.33,4.5,6.9,SE,0.9,23.5,0,269.7,269.7,269.7,1838.4
27175,21/01/2020 18:28,5,26,62,24.2,21,30.04,26.32,3.8,6,E,0.5,24.2,0,269.7,269.7,269.7,1838.4
27176,21/01/2020 18:33,5,26,62,24.2,21,30.04,26.32,3.8,4.5,S,0.5,24.2,0,269.7,269.7,269.7,1838.4
27177,21/01/2020 18:38,5,26.1,62,24.2,21,30.05,26.33,3.1,4.5,E,0.5,24.2,0,269.7,269.7,269.7,1838.4
27178,21/01/2020 18:43,5,26.1,62,24.2,21,30.04,26.32,2.2,3.1,NE,0.5,24.2,0,269.7,269.7,269.7,1838.4
27179,21/01/2020 18:48,5,26.1,62,24.2,21,30.05,26.33,0.7,1.6,WSW,0.5,24.2,0,269.7,269.7,269.7,1838.4
27180,21/01/2020 18:53,5,26.1,62,24.3,21,30.05,26.33,1.6,2.2,S,0.6,24.3,0,269.7,269.7,269.7,1838.4
27181,21/01/2020 18:58,5,26.1,61,24.4,21,30.05,26.33,0,0.7,S,0.7,24.4,0,269.7,269.7,269.7,1838.4
27182,21/01/2020 19:03,5,26.1,61,24.3,21,30.04,26.32,0,0.7,WSW,0.6,24.3,0,269.7,269.7,269.7,1838.4
27183,21/01/2020 19:08,5,26.1,61,24.3,21,30.04,26.32,0.7,1.6,N,0.6,24.3,0,269.7,269.7,269.7,1838.4
27184,21/01/2020 19:13,5,26.1,61,24.2,21,30.04,26.32,1.6,3.1,ENE,0.5,24.2,0,269.7,269.7,269.7,1838.4
27185,21/01/2020 19:18,5,26.1,61,24.1,21,30.04,26.32,1.6,3.1,NE,0.4,24.1,0,269.7,269.7,269.7,1838.4
27186,21/01/2020 19:23,5,26.1,62,24.1,21,30.04,26.32,3.1,4.5,NE,0.4,24.1,0,269.7,269.7,269.7,1838.4
27187,21/01/2020 19:28,5,26.1,62,24,21,30.04,26.31,3.1,3.8,N,0.4,24,0,269.7,269.7,269.7,1838.4
27188,21/01/2020 19:33,5,26.1,62,23.7,22,30.04,26.31,2.2,3.1,E,0.8,23.7,0,269.7,269.7,269.7,1838.4
27189,21/01/2020 19:38,5,26.1,62,23.3,23,30.03,26.31,2.2,3.1,S,1,23.3,0,269.7,269.7,269.7,1838.4
27190,21/01/2020 19:43,5,26.1,63,23.1,23,30.04,26.31,2.2,3.8,NNE,0.9,23.1,0.3,270,270,270,1838.7
27191,21/01/2020 19:48,5,26.1,63,22.8,23,30.04,26.31,3.1,4.5,S,0.6,22.8,0.6,270.3,270.3,270.3,1839
27192,21/01/2020 19:53,5,26.1,63,22.3,26,30.03,26.31,3.8,5.4,SE,1.9,22.3,1.2,270.9,270.9,270.9,1839.6
27193,21/01/2020 19:58,5,26.1,65,21.8,29,30.05,26.33,4.5,6,S,3,21.3,2.1,271.8,271.8,271.8,1840.5
27194,21/01/2020 20:03,5,25.9,66,21.6,30,30.04,26.31,4.5,6,WSW,3.3,21,0.3,272.1,272.1,272.1,1840.8
27195,21/01/2020 20:08,5,25.9,67,21.6,30,30.04,26.32,6.9,7.6,SSW,3.3,20,0.3,272.1,272.1,272.1,1840.8
27196,21/01/2020 20:13,5,25.8,67,21.5,30,30.03,26.31,4.5,5.4,WSW,3.2,20.9,0.3,272.1,272.1,272.1,1840.8
27197,21/01/2020 20:18,5,25.7,68,21.6,30,30.03,26.31,5.4,6.9,SSW,3.3,20.6,0.3,272.1,272.1,272.1,1840.8
27198,21/01/2020 20:23,5,25.6,69,21.6,29,30.03,26.31,5.4,6.9,WSW,2.8,20.6,0.3,272.1,272.1,272.1,1840.8
27199,21/01/2020 20:28,5,25.4,69,21.7,30,30.03,26.31,3.1,3.8,S,3.4,21.7,0.3,272.1,272.1,272.1,1840.8
27200,21/01/2020 20:33,5,25.4,70,21.7,30,30.03,26.31,0.7,1.6,S,3.4,21.7,0.3,272.1,272.1,272.1,1840.8
27201,21/01/2020 20:38,5,25.4,70,21.7,30,30.02,26.3,2.2,3.1,SE,3.4,21.7,0.3,272.1,272.1,272.1,1840.8
27202,21/01/2020 20:43,5,25.4,70,21.6,29,30.02,26.3,3.1,3.8,SE,2.8,21.6,0.3,272.1,272.1,272.1,1840.8
27203,21/01/2020 20:48,5,25.4,70,21.7,29,30.03,26.31,3.1,3.8,SE,2.9,21.7,0.3,272.1,272.1,272.1,1840.8
27204,21/01/2020 20:53,5,25.4,70,21.8,30,30.02,26.3,3.8,4.5,SE,3.5,21.8,0.3,272.1,272.1,272.1,1840.8
27205,21/01/2020 20:58,5,25.4,70,21.8,30,30.02,26.3,3.1,4.5,SE,3.5,21.8,0.3,272.1,272.1,272.1,1840.8
27206,21/01/2020 21:03,5,25.4,70,21.9,30,30.02,26.3,1.6,2.2,WSW,3.6,21.9,0,272.1,272.1,272.1,1840.8
27207,21/01/2020 21:08,5,25.4,70,21.8,29,30.02,26.3,4.5,5.4,S,3,21.3,0,272.1,272.1,272.1,1840.8
27208,21/01/2020 21:13,5,25.4,70,21.8,29,30.02,26.3,3.8,4.5,S,3,21.8,0,272.1,272.1,272.1,1840.8
27209,21/01/2020 21:18,5,25.3,70,21.7,30,30.03,26.31,3.1,4.5,S,3.4,21.7,0,272.1,272.1,272.1,1840.8
27210,21/01/2020 21:23,5,25.3,71,21.7,30,30.02,26.3,5.4,6.9,S,3.4,20.7,0,272.1,272.1,272.1,1840.8
27211,21/01/2020 21:28,5,25.2,71,21.6,30,30.03,26.31,5.4,6,S,3.3,20.6,0,272.1,272.1,272.1,1840.8
27212,21/01/2020 21:33,5,25.1,71,21.6,30,30.03,26.31,3.8,5.4,S,3.3,21.6,0,272.1,272.1,272.1,1840.8
27213,21/01/2020 21:38,5,25.1,71,21.5,30,30.02,26.3,4.5,5.4,S,3.2,20.9,0,272.1,272.1,272.1,1840.8
27214,21/01/2020 21:43,5,25.1,71,21.5,30,30.02,26.3,5.4,6,S,3.2,20.5,0,272.1,272.1,272.1,1840.8
27215,21/01/2020 21:48,5,25,71,21.5,30,30.03,26.31,3.8,4.5,WSW,3.2,21.5,0,272.1,272.1,272.1,1840.8
27216,21/01/2020 21:53,5,25,71,21.5,30,30.02,26.3,5.4,6.9,WSW,3.2,20.5,0,272.1,272.1,272.1,1840.8
27217,21/01/2020 21:58,5,24.9,72,21.5,30,30.03,26.31,4.5,5.4,WSW,3.2,20.9,0,272.1,272.1,272.1,1840.8
27218,21/01/2020 22:03,5,24.8,72,21.5,29,30.03,26.31,3.8,4.5,WSW,2.7,21.5,0,272.1,272.1,272.1,1840.8
27219,21/01/2020 22:08,5,24.7,72,21.6,29,30.04,26.32,3.8,5.4,WSW,2.8,21.6,0,272.1,272.1,272.1,1840.8
27220,21/01/2020 22:13,5,24.7,72,22,25,30.03,26.31,3.1,3.8,W,1.1,22,0,272.1,272.1,272.1,1840.8
27221,21/01/2020 22:18,5,24.7,71,22.2,24,30.04,26.31,2.2,3.1,WSW,0.7,22.2,0,272.1,272.1,272.1,1840.8
27222,21/01/2020 22:23,5,24.7,71,22.1,24,30.03,26.31,1.6,3.1,WSW,0.6,22.1,0,272.1,272.1,272.1,1840.8
27223,21/01/2020 22:28,5,24.7,71,22,25,30.03,26.31,0,0,S,1.1,22,0,272.1,272.1,272.1,1840.8
27224,21/01/2020 22:33,5,24.8,71,22,25,30.03,26.31,0,0,WSW,1.1,22,0,272.1,272.1,272.1,1840.8
27225,21/01/2020 22:38,5,24.8,71,22,25,30.04,26.31,3.1,4.5,NE,1.1,22,0,272.1,272.1,272.1,1840.8
27226,21/01/2020 22:43,5,24.9,71,22.1,27,30.04,26.32,6.9,8.3,NE,2.3,20.5,0,272.1,272.1,272.1,1840.8
27227,21/01/2020 22:48,5,24.9,71,21.9,29,30.04,26.31,4.5,7.6,NE,3.1,21.4,0,272.1,272.1,272.1,1840.8
27228,21/01/2020 22:53,5,24.8,72,21.9,29,30.04,26.31,4.5,7.6,NE,3.1,21.4,0,272.1,272.1,272.1,1840.8
27229,21/01/2020 22:58,5,24.8,72,21.2,30,30.05,26.33,1.6,2.2,ESE,3,21.2,1.2,273.3,273.3,273.3,1842
27230,21/01/2020 23:03,5,24.8,72,21.1,30,30.04,26.32,3.8,4.5,S,2.9,21.1,0,273.3,273.3,273.3,1842
27231,21/01/2020 23:08,5,24.8,72,21.1,31,30.04,26.32,3.8,5.4,S,3.3,21.1,0,273.3,273.3,273.3,1842
27232,21/01/2020 23:13,5,24.8,72,21,31,30.04,26.32,3.8,4.5,S,3.3,21,0,273.3,273.3,273.3,1842
27233,21/01/2020 23:18,5,24.7,72,21.1,31,30.04,26.32,3.1,3.8,SE,3.3,21.1,0,273.3,273.3,273.3,1842
27234,21/01/2020 23:23,5,24.7,72,21.1,31,30.04,26.32,4.5,6,SE,3.3,20.5,0,273.3,273.3,273.3,1842
27235,21/01/2020 23:28,5,24.7,72,21.2,31,30.03,26.31,4.5,5.4,SSE,3.4,20.6,0,273.3,273.3,273.3,1842
27236,21/01/2020 23:33,5,24.7,72,21.3,31,30.04,26.32,3.8,4.5,S,3.5,21.3,0,273.3,273.3,273.3,1842
27237,21/01/2020 23:38,5,24.7,73,21.3,30,30.04,26.32,5.4,6,SE,3,20.3,0,273.3,273.3,273.3,1842
27238,21/01/2020 23:43,5,24.7,72,21.4,30,30.04,26.31,3.1,4.5,E,3.1,21.4,0,273.3,273.3,273.3,1842
27239,21/01/2020 23:48,5,24.7,72,21.5,30,30.04,26.32,6.9,8.3,WSW,3.2,19.9,0,273.3,273.3,273.3,1842
27240,21/01/2020 23:53,5,24.6,73,21.3,30,30.04,26.32,6.9,7.6,S,3,19.6,0,273.3,273.3,273.3,1842
27241,21/01/2020 23:58,5,24.5,73,21.3,30,30.04,26.32,3.8,4.5,S,3,21.3,0,273.3,273.3,273.3,1842
27242,22/01/2020 00:03,5,24.5,73,21.3,30,30.04,26.32,3.8,5.4,S,3,21.3,0,0,273.3,273.3,1842
27243,22/01/2020 00:08,5,24.5,73,21.4,30,30.05,26.33,3.8,4.5,S,3.1,21.4,0,0,273.3,273.3,1842
27244,22/01/2020 00:13,5,24.3,73,21.4,29,30.05,26.33,5.4,6,S,2.7,20.4,0,0,273.3,273.3,1842
27245,22/01/2020 00:18,5,24.3,73,21.5,29,30.05,26.33,4.5,5.4,S,2.7,20.9,0,0,273.3,273.3,1842
27246,22/01/2020 00:23,5,24.3,73,21.6,27,30.06,26.34,3.8,4.5,WSW,1.8,21.6,0,0,273.3,273.3,1842
27247,22/01/2020 00:28,5,24.3,73,21.8,27,30.06,26.34,3.1,3.8,S,2,21.8,0,0,273.3,273.3,1842
27248,22/01/2020 00:33,5,24.2,73,21.8,27,30.07,26.35,3.1,3.8,S,2,21.8,0,0,273.3,273.3,1842
27249,22/01/2020 00:38,5,24.2,73,21.7,27,30.07,26.35,3.1,4.5,SE,1.9,21.7,0,0,273.3,273.3,1842
27250,22/01/2020 00:43,5,24.2,73,21.7,29,30.08,26.36,4.5,6,SE,2.9,21.1,0,0,273.3,273.3,1842
27251,22/01/2020 00:48,5,24.3,73,21.5,28,30.08,26.36,4.5,6,SSE,2.3,20.9,0,0,273.3,273.3,1842
27252,22/01/2020 00:53,5,24.3,73,21.7,24,30.08,26.36,3.8,4.5,SE,0.3,21.7,0,0,273.3,273.3,1842
27253,22/01/2020 00:58,5,24.3,73,22,24,30.08,26.36,0.7,2.2,SE,0.5,22,0,0,273.3,273.3,1842
27254,22/01/2020 01:03,5,24.4,72,22.1,25,30.08,26.36,3.1,3.8,S,1.2,22.1,0,0,273.3,273.3,1842
27255,22/01/2020 01:08,5,24.4,73,22.1,28,30.08,26.36,3.1,4.5,S,2.8,22.1,0,0,273.3,273.3,1842
27256,22/01/2020 01:13,5,24.5,73,22,27,30.08,26.36,3.8,6,SE,2.2,22,0,0,273.3,273.3,1842
27257,22/01/2020 01:18,5,24.5,73,22.3,25,30.09,26.36,4.5,5.4,SE,1.3,21.8,0,0,273.3,273.3,1842
27258,22/01/2020 01:23,5,24.5,73,22.4,26,30.09,26.37,2.2,3.8,S,2,22.4,0,0,273.3,273.3,1842
27259,22/01/2020 01:28,5,24.5,73,22.5,25,30.08,26.36,2.2,3.1,SE,1.5,22.5,0,0,273.3,273.3,1842
27260,22/01/2020 01:33,5,24.5,73,22.6,26,30.09,26.36,3.1,3.8,S,2.2,22.6,0,0,273.3,273.3,1842
27261,22/01/2020 01:38,5,24.6,74,22.6,25,30.09,26.37,4.5,5.4,SE,1.6,22.1,0,0,273.3,273.3,1842
27262,22/01/2020 01:43,5,24.6,74,22.7,24,30.09,26.37,3.1,3.8,S,1.1,22.7,0,0,273.3,273.3,1842
27263,22/01/2020 01:48,5,24.6,74,23.3,26,30.09,26.37,2.2,3.1,WSW,2.7,23.3,0,0,273.3,273.3,1842
27264,22/01/2020 01:53,5,24.7,74,23.4,25,30.1,26.38,2.2,3.1,WSW,2.3,23.4,0,0,273.3,273.3,1842
27265,22/01/2020 01:58,5,24.8,73,23.8,24,30.09,26.37,2.2,3.8,W,2,23.8,0,0,273.3,273.3,1842
27266,22/01/2020 02:03,5,24.9,73,24.3,22,30.1,26.38,3.8,4.5,NW,1.3,24.3,0,0,273.3,273.3,1842
27267,22/01/2020 02:08,5,25,72,24.4,22,30.1,26.38,2.2,3.1,W,1.3,24.4,0,0,273.3,273.3,1842
27268,22/01/2020 02:13,5,25.1,72,25.1,20,30.1,26.38,0.7,2.2,SSW,0.6,25.1,0,0,273.3,273.3,1842
27269,22/01/2020 02:18,5,25.3,71,25.8,20,30.1,26.38,2.2,3.8,SE,1.2,25.8,0,0,273.3,273.3,1842
27270,22/01/2020 02:23,5,25.3,71,25.7,18,30.11,26.39,2.2,3.8,E,-0.4,25.7,0,0,273.3,273.3,1842
27271,22/01/2020 02:28,5,25.4,70,25.4,19,30.11,26.39,0.7,2.2,S,0.1,25.4,0,0,273.3,273.3,1842
27272,22/01/2020 02:33,5,25.5,70,25.5,19,30.1,26.38,3.1,4.5,NE,0.2,25.5,0,0,273.3,273.3,1842
27273,22/01/2020 02:38,5,25.6,69,25,20,30.11,26.39,2.2,4.5,NE,0.5,25,0,0,273.3,273.3,1842
27274,22/01/2020 02:43,5,25.7,69,25.3,20,30.11,26.39,2.2,3.8,N,0.8,25.3,0,0,273.3,273.3,1842
27275,22/01/2020 02:48,5,25.7,69,25.5,20,30.11,26.39,1.6,3.1,NNE,0.9,25.5,0,0,273.3,273.3,1842
27276,22/01/2020 02:53,5,25.8,69,25.9,20,30.11,26.39,2.2,3.8,NE,1.3,25.9,0,0,273.3,273.3,1842
27277,22/01/2020 02:58,5,25.8,68,25.7,18,30.12,26.4,5.4,6.9,ENE,-0.4,25.1,0,0,273.3,273.3,1842
27278,22/01/2020 03:03,5,26,67,25.5,18,30.12,26.4,4.5,6,NW,-0.5,25.1,0,0,273.3,273.3,1842
27279,22/01/2020 03:08,5,26.1,66,26.3,17,30.12,26.4,0.7,2.2,NE,-0.7,26.3,0,0,273.3,273.3,1842
27280,22/01/2020 03:13,5,26.2,66,27,15,30.11,26.39,5.4,7.6,NE,-1.8,26.5,0,0,273.3,273.3,1842
27281,22/01/2020 03:18,5,26.2,66,26.4,16,30.12,26.4,5.4,6.9,N,-1.4,25.8,0,0,273.3,273.3,1842
27282,22/01/2020 03:23,5,26.4,66,26.4,17,30.12,26.4,5.4,9.2,NE,-0.6,25.8,0,0,273.3,273.3,1842
27283,22/01/2020 03:28,5,26.4,66,25.9,19,30.11,26.39,8.3,9.2,NNE,0.5,24.6,0,0,273.3,273.3,1842
27284,22/01/2020 03:33,5,26.5,66,25.6,20,30.11,26.39,6,8.3,NE,1,24.8,0,0,273.3,273.3,1842
27285,22/01/2020 03:38,5,26.6,66,25.8,20,30.11,26.39,5.4,6.9,NE,1.2,25.2,0,0,273.3,273.3,1842
27286,22/01/2020 03:43,5,26.6,66,26.1,18,30.11,26.39,5.4,7.6,E,0,25.5,0,0,273.3,273.3,1842
27287,22/01/2020 03:48,5,26.8,66,26,17,30.11,26.39,8.3,10.7,NNE,-0.9,24.7,0,0,273.3,273.3,1842
27288,22/01/2020 03:53,5,26.8,65,25.9,18,30.11,26.39,8.3,9.8,NE,-0.2,24.6,0,0,273.3,273.3,1842
27289,22/01/2020 03:58,5,26.9,63,26.1,17,30.11,26.39,8.3,9.8,NNE,-0.8,24.8,0,0,273.3,273.3,1842
